Série;Nota Fiscal;Filial Origem
15;9074;388
15;8538;389
15;8540;389
15;8013;39
15;13600;395
15;13601;395
15;13604;395
15;1995;396
15;1996;396
15;1997;396
15;5861;400
15;23319;40
15;3540;404
15;4262;405
15;7728;409
15;6007;411
15;6008;411
15;2912;41
15;5943;415
15;6970;4
15;6971;4
15;6972;4
15;6973;4
15;6974;4
15;6975;4
16;4426;418
15;7432;419
15;4034;420
15;4036;420
15;4042;420
15;4045;420
16;5688;422
15;3331;426
15;6568;429
15;6574;429
15;4675;430
15;4783;432
15;4784;432
15;5277;433
15;5278;433
15;5279;433
15;5280;433
15;4403;434
15;4404;434
15;4406;434
15;4793;435
15;2834;436
15;5008;437
15;4627;438
15;4629;438
15;4850;440
15;4050;441
15;4053;441
15;4056;441
15;32143;44
15;32145;44
15;2985;445
15;2986;445
15;2987;445
15;3772;448
15;3775;448
15;3980;449
15;3203;451
15;3205;451
15;21155;45
15;21166;45
15;21167;45
15;2010;452
15;4495;453
15;3553;457
15;2543;459
15;2801;460
15;2802;460
15;3238;461
15;3239;461
15;3195;471
15;1867;476
15;1407;481
15;2134;482
15;2766;483
15;2814;483
15;2884;483
15;2888;483
15;2889;483
15;2050;484
15;2056;484
15;2057;484
15;2059;484
15;2151;485
15;1250;486
15;1403;489
15;1404;489
15;1710;492
15;1766;494
15;791;495
15;802;495
15;1869;496
15;1870;496
15;1507;497
15;45232;499
15;45237;499
15;16898;51
15;16902;51
15;31582;5
15;31665;5
15;31688;5
15;31691;5
15;12177;52
15;12178;52
15;20133;53
15;20134;53
15;20135;53
15;20136;53
15;20138;53
15;20140;53
15;15024;54
15;15041;54
15;15043;54
15;18835;55
15;18837;55
15;18838;55
15;8939;56
15;7638;57
15;7642;57
15;2616;60
15;2617;60
15;2618;60
15;8586;6
15;8587;6
15;1959;67
15;20469;68
15;20470;68
15;20471;68
15;24834;69
15;17977;71
15;17978;71
15;17979;71
15;17981;71
15;17982;71
15;32622;72
15;32627;72
15;32631;72
15;8689;74
15;8691;74
15;9820;76
15;11798;79
15;16706;8
15;10313;86
15;10314;86
15;13145;87
15;15072;88
15;11193;89
15;11152;90
15;11153;90
15;11155;90
15;9298;92
15;9146;93
15;9147;93
15;7523;96
15;7526;96
15;14628;97
10;1317290;973
10;1320756;973
10;1321128;973
10;1332001;973
10;1332002;973
10;1332003;973
10;1332004;973
10;1332363;973
10;1332364;973
10;1332365;973
10;1332366;973
10;1332367;973
10;1332368;973
10;1332369;973
10;1332370;973
10;1332371;973
10;1332372;973
10;1332373;973
10;1332375;973
10;1332376;973
10;1332377;973
10;1332378;973
10;1332379;973
10;1332381;973
10;1332382;973
10;1332383;973
10;1332384;973
10;1332385;973
10;1332386;973
10;1332388;973
10;1332389;973
10;1332390;973
10;1332392;973
10;1332393;973
10;1332394;973
10;1332395;973
10;1332396;973
10;1332398;973
10;1332399;973
10;1332400;973
10;1332401;973
10;1332402;973
10;1332404;973
10;1332405;973
10;1332406;973
10;1332407;973
10;1332408;973
10;1332409;973
10;1332410;973
10;1332411;973
10;1332412;973
10;1332413;973
10;1332415;973
10;1332417;973
10;1332418;973
10;1332419;973
10;1332420;973
10;1332422;973
10;1332423;973
10;1332424;973
10;1332425;973
10;1332426;973
10;1332427;973
10;1332429;973
10;1332430;973
10;1332431;973
10;1332432;973
10;1332433;973
10;1332434;973
10;1332435;973
10;1332437;973
10;1332438;973
10;1332439;973
10;1332443;973
10;1332444;973
10;1332445;973
10;1332446;973
10;1332447;973
10;1332449;973
10;1332450;973
10;1332451;973
10;1332452;973
10;1332453;973
10;1332455;973
10;1332456;973
10;1332457;973
10;1332458;973
10;1332459;973
10;1332460;973
10;1332462;973
10;1332463;973
10;1332464;973
10;1332465;973
10;1332466;973
10;1332469;973
10;1332470;973
10;1332471;973
10;1332472;973
10;1332473;973
10;1332474;973
10;1332475;973
10;1332476;973
10;1332477;973
10;1332478;973
10;1332479;973
10;1332482;973
10;1332483;973
10;1332484;973
10;1332485;973
10;1332486;973
10;1332488;973
10;1332489;973
10;1332490;973
10;1332491;973
10;1332492;973
10;1332493;973
10;1332495;973
10;1332496;973
10;1332497;973
10;1332498;973
10;1332499;973
10;1332501;973
10;1332502;973
10;1332503;973
10;1332504;973
10;1332505;973
10;1332506;973
10;1332507;973
10;1332509;973
10;1332510;973
10;1332511;973
10;1332512;973
10;1332513;973
10;1332514;973
10;1332516;973
10;1332517;973
10;1332518;973
10;1332519;973
10;1332520;973
10;1332522;973
10;1332523;973
10;1332524;973
10;1332525;973
10;1332526;973
10;1332528;973
10;1332529;973
10;1332530;973
10;1332531;973
10;1332532;973
10;1332533;973
10;1332535;973
10;1332536;973
10;1332537;973
10;1332538;973
10;1332539;973
10;1332540;973
10;1332542;973
10;1332543;973
10;1332544;973
10;1332545;973
10;1332546;973
10;1332547;973
10;1332549;973
10;1332550;973
10;1332551;973
10;1332552;973
10;1332553;973
10;1332555;973
10;1332556;973
10;1332557;973
10;1332558;973
10;1332559;973
10;1332562;973
10;1332563;973
10;1332564;973
10;1332565;973
10;1332566;973
10;1332567;973
10;1332568;973
10;1332570;973
10;1332571;973
10;1332572;973
10;1332573;973
10;1332574;973
10;1332576;973
10;1332577;973
10;1332578;973
10;1332579;973
10;1332580;973
10;1332596;973
10;1332597;973
10;1332602;973
10;1332603;973
10;1332604;973
10;1332606;973
10;1332607;973
10;1332610;973
10;1332611;973
10;1332612;973
10;1332613;973
10;1332614;973
10;1332615;973
10;1332616;973
10;1332617;973
10;1332618;973
10;1332624;973
10;1332625;973
10;1332626;973
10;1332627;973
10;1332628;973
10;1332629;973
10;1332635;973
10;1332636;973
10;1332637;973
10;1332638;973
10;1332639;973
10;1332687;973
10;1332688;973
10;1332689;973
10;1332693;973
10;1332694;973
10;1332700;973
10;1332701;973
10;1332702;973
10;1332703;973
10;1332704;973
10;1332705;973
10;1332709;973
10;1332710;973
10;1332711;973
10;1332712;973
10;1332713;973
10;1332714;973
10;1332715;973
10;1332716;973
10;1332717;973
10;1332718;973
10;1332719;973
10;1332720;973
10;1332721;973
10;1332722;973
10;1332723;973
10;1332724;973
10;1332725;973
10;1332726;973
10;1332727;973
10;1332728;973
10;1332729;973
10;1332731;973
10;1332732;973
10;1332733;973
10;1332736;973
10;1332737;973
10;1332738;973
10;1332739;973
10;1332740;973
10;1332741;973
10;1332742;973
10;1332743;973
10;1332744;973
10;1332745;973
10;1332746;973
10;1332748;973
10;1332749;973
10;1332750;973
10;1332751;973
10;1332752;973
10;1332764;973
10;1332765;973
10;1332766;973
10;1332767;973
10;1332768;973
10;1332769;973
10;1332770;973
10;1332771;973
10;1332772;973
10;1332773;973
10;1332774;973
10;1332778;973
10;1332779;973
10;1332780;973
10;1332781;973
10;1332783;973
10;1332785;973
10;1332786;973
10;1332787;973
10;1332788;973
10;1332789;973
10;1332795;973
10;1332796;973
10;1332797;973
10;1332798;973
10;1332799;973
10;1332800;973
10;1332801;973
10;1332802;973
10;1332803;973
10;1332804;973
10;1332806;973
10;1332807;973
10;1332808;973
10;1332811;973
10;1332812;973
10;1332813;973
10;1332814;973
10;1332824;973
10;1332825;973
10;1332826;973
10;1332827;973
10;1332828;973
10;1332829;973
10;1332832;973
10;1332833;973
10;1332834;973
10;1332835;973
10;1332836;973
10;1332837;973
10;1332838;973
10;1332840;973
10;1332841;973
10;1332842;973
10;1332843;973
10;1332844;973
10;1332845;973
10;1332846;973
10;1332849;973
10;1332850;973
10;1332851;973
10;1332852;973
10;1332853;973
10;1332857;973
10;1332858;973
10;1332859;973
10;1332860;973
10;1332861;973
10;1332862;973
10;1332863;973
10;1332864;973
10;1332865;973
10;1332866;973
10;1332867;973
10;1332869;973
10;1332870;973
10;1332871;973
10;1332872;973
10;1332873;973
10;1332875;973
10;1332876;973
10;1332878;973
10;1332879;973
10;1332880;973
10;1332881;973
10;1332882;973
10;1332883;973
10;1332884;973
10;1332885;973
10;1332888;973
10;1332889;973
10;1332890;973
10;1332891;973
10;1332892;973
10;1332893;973
10;1332894;973
10;1332895;973
10;1332896;973
10;1332897;973
10;1332898;973
10;1332899;973
10;1332900;973
10;1332901;973
10;1332904;973
10;1332905;973
10;1332906;973
10;1332907;973
10;1332908;973
10;1332923;973
10;1332924;973
10;1332925;973
10;1332926;973
10;1332927;973
10;1332928;973
10;1332955;973
10;1332956;973
10;1332957;973
10;1332958;973
10;1332959;973
10;1332960;973
11;505865;973
11;505866;973
11;505867;973
11;505868;973
11;505869;973
11;505870;973
11;505871;973
11;505873;973
11;505874;973
11;505875;973
11;505876;973
11;505877;973
11;505879;973
11;505880;973
11;505881;973
11;505882;973
11;505883;973
11;505885;973
11;505886;973
11;505887;973
11;505888;973
11;505889;973
11;505890;973
11;505891;973
11;505894;973
11;505895;973
11;505896;973
11;505897;973
11;505898;973
11;505899;973
11;505901;973
11;505902;973
11;505903;973
11;505904;973
11;505905;973
11;505906;973
11;505907;973
11;505914;973
11;505915;973
11;505916;973
11;505917;973
11;505918;973
11;505919;973
11;505920;973
11;505921;973
11;505922;973
11;505924;973
11;505925;973
11;505926;973
11;505927;973
11;505928;973
11;505929;973
11;505930;973
11;505931;973
11;505932;973
11;505934;973
11;505936;973
11;505937;973
11;505938;973
11;505939;973
11;505940;973
11;505941;973
11;505943;973
11;505944;973
11;505945;973
11;505946;973
11;505947;973
11;505948;973
11;505950;973
11;505951;973
11;505952;973
11;505953;973
11;505954;973
11;505956;973
11;505957;973
11;505958;973
11;505959;973
11;505960;973
11;505962;973
11;505963;973
11;505964;973
11;505965;973
11;505966;973
11;505967;973
11;505968;973
11;505969;973
11;505970;973
11;505972;973
11;505975;973
11;505976;973
11;505977;973
11;505978;973
11;505979;973
11;505981;973
11;505982;973
11;505983;973
11;505984;973
11;505985;973
11;505987;973
11;505988;973
11;505989;973
11;505990;973
11;505991;973
11;505992;973
11;505994;973
11;505995;973
11;505996;973
11;505997;973
11;505998;973
11;506001;973
11;506002;973
11;506003;973
11;506004;973
11;506005;973
11;506006;973
11;506007;973
11;506008;973
11;506009;973
11;506010;973
11;506012;973
11;506013;973
11;506014;973
11;506015;973
11;506016;973
11;506017;973
11;506019;973
11;506020;973
11;506021;973
11;506022;973
11;506023;973
11;506024;973
11;506026;973
11;506027;973
11;506028;973
11;506029;973
11;506032;973
11;506033;973
11;506034;973
11;506035;973
11;506036;973
11;506037;973
11;506038;973
11;506039;973
11;506040;973
11;506041;973
11;506042;973
11;506043;973
11;506045;973
11;506046;973
11;506047;973
11;506048;973
11;506049;973
11;506050;973
11;506051;973
11;506053;973
11;506054;973
11;506055;973
11;506056;973
11;506057;973
11;506059;973
11;506060;973
11;506061;973
11;506062;973
11;506063;973
11;506071;973
11;506072;973
11;506073;973
11;506074;973
11;506075;973
11;506076;973
11;506079;973
11;506080;973
11;506081;973
11;506082;973
11;506083;973
11;506084;973
11;506109;973
11;506110;973
11;506111;973
11;506112;973
11;506113;973
11;506114;973
12;491877;973
12;492167;973
12;492168;973
12;492169;973
12;492170;973
12;492171;973
12;492172;973
12;492174;973
12;492175;973
12;492176;973
12;492177;973
12;492178;973
12;492179;973
12;492180;973
12;492182;973
12;492183;973
12;492184;973
12;492185;973
12;492186;973
12;492187;973
12;492189;973
12;492190;973
12;492191;973
12;492192;973
12;492193;973
12;492195;973
12;492196;973
12;492197;973
12;492198;973
12;492199;973
12;492200;973
12;492202;973
12;492203;973
12;492204;973
12;492205;973
12;492206;973
12;492207;973
12;492209;973
12;492210;973
12;492211;973
12;492212;973
12;492213;973
12;492214;973
12;492215;973
12;492217;973
12;492218;973
12;492219;973
12;492220;973
12;492221;973
12;492222;973
12;492223;973
12;492225;973
12;492226;973
12;492227;973
12;492228;973
12;492229;973
12;492230;973
12;492231;973
12;492232;973
12;492233;973
12;492234;973
12;492235;973
12;492238;973
12;492239;973
12;492240;973
12;492241;973
12;492242;973
12;492244;973
12;492245;973
12;492246;973
12;492247;973
12;492248;973
12;492249;973
12;492251;973
12;492252;973
12;492253;973
12;492254;973
12;492255;973
12;492256;973
12;492258;973
12;492259;973
12;492260;973
12;492261;973
12;492262;973
12;492264;973
12;492265;973
12;492266;973
12;492267;973
12;492268;973
12;492270;973
12;492271;973
12;492272;973
12;492273;973
12;492274;973
12;492275;973
12;492276;973
12;492277;973
12;492279;973
12;492280;973
12;492282;973
12;492283;973
12;492284;973
12;492285;973
12;492286;973
12;492288;973
12;492289;973
12;492290;973
12;492291;973
12;492292;973
12;492293;973
12;492295;973
12;492296;973
12;492297;973
12;492298;973
12;492299;973
12;492301;973
12;492302;973
12;492303;973
12;492304;973
12;492305;973
12;492306;973
12;492308;973
12;492309;973
12;492310;973
12;492311;973
12;492312;973
12;492313;973
12;492315;973
12;492316;973
12;492317;973
12;492318;973
12;492319;973
12;492320;973
12;492323;973
12;492324;973
12;492325;973
12;492327;973
12;492328;973
12;492329;973
12;492330;973
12;492331;973
12;492333;973
12;492334;973
12;492335;973
12;492336;973
12;492337;973
12;492339;973
12;492340;973
12;492341;973
12;492342;973
12;492343;973
12;492346;973
12;492347;973
12;492348;973
12;492349;973
12;492350;973
12;492355;973
12;492356;973
12;492357;973
12;492358;973
12;492359;973
12;492360;973
12;492361;973
12;492362;973
12;492363;973
12;492364;973
12;492365;973
12;492366;973
12;492368;973
12;492369;973
12;492370;973
12;492371;973
12;492372;973
12;492373;973
12;492375;973
12;492376;973
12;492377;973
12;492378;973
12;492379;973
12;492380;973
12;492383;973
12;492384;973
12;492385;973
12;492386;973
12;492387;973
12;492390;973
12;492391;973
12;492392;973
12;492393;973
12;492394;973
12;492395;973
12;492397;973
12;492398;973
12;492399;973
12;492400;973
12;492401;973
12;492402;973
12;492403;973
12;492404;973
12;492405;973
12;492406;973
12;492407;973
12;492408;973
12;492409;973
12;492410;973
12;492411;973
12;492412;973
12;492415;973
12;492416;973
12;492417;973
12;492418;973
12;492419;973
12;492420;973
12;492421;973
12;492422;973
12;492423;973
12;492424;973
12;492425;973
12;492427;973
12;492428;973
12;492429;973
12;492430;973
12;492431;973
12;492432;973
12;492434;973
12;492435;973
12;492436;973
12;492437;973
12;492438;973
12;492441;973
12;492442;973
12;492443;973
12;492444;973
12;492445;973
12;492446;973
12;492447;973
12;492448;973
12;492449;973
12;492450;973
12;492452;973
12;492453;973
12;492454;973
12;492455;973
12;492456;973
12;492457;973
12;492458;973
12;492459;973
12;492460;973
12;492462;973
12;492463;973
12;492464;973
12;492465;973
12;492468;973
12;492469;973
12;492471;973
12;492472;973
12;492473;973
12;492474;973
12;492475;973
12;492476;973
12;492477;973
12;492478;973
12;492479;973
12;492480;973
12;492481;973
12;492482;973
12;492483;973
12;492484;973
12;492502;973
12;492503;973
12;492504;973
12;492505;973
12;492506;973
12;492507;973
12;492509;973
12;492563;973
12;492564;973
12;492565;973
12;492566;973
12;492567;973
12;492568;973
12;492569;973
12;492571;973
12;492572;973
12;492573;973
12;492574;973
12;492575;973
12;492576;973
12;492577;973
13;462765;973
13;462766;973
13;462767;973
13;462768;973
13;462769;973
13;462770;973
13;462772;973
13;462773;973
13;462774;973
13;462775;973
13;462776;973
13;462777;973
13;462778;973
13;462780;973
13;462781;973
13;462782;973
13;462783;973
13;462784;973
13;462785;973
13;462786;973
13;462788;973
13;462789;973
13;462790;973
13;462791;973
13;462792;973
13;462793;973
13;462794;973
13;462795;973
13;462798;973
13;462799;973
13;462800;973
13;462801;973
13;462802;973
13;462803;973
13;462804;973
13;462805;973
13;462807;973
13;462808;973
13;462809;973
13;462810;973
13;462811;973
13;462812;973
13;462815;973
13;462816;973
13;462817;973
13;462818;973
13;462819;973
13;462820;973
13;462822;973
13;462823;973
13;462824;973
13;462825;973
13;462826;973
13;462827;973
13;462829;973
13;462830;973
13;462831;973
13;462832;973
13;462833;973
13;462834;973
13;462835;973
13;462836;973
13;462838;973
13;462839;973
13;462841;973
13;462842;973
13;462843;973
13;462844;973
13;462845;973
13;462859;973
13;462860;973
13;462861;973
13;462862;973
13;462863;973
13;462866;973
13;462867;973
13;462868;973
13;462869;973
13;462870;973
13;462871;973
13;462873;973
13;462874;973
13;462875;973
13;462876;973
13;462877;973
13;462880;973
13;462881;973
13;462882;973
13;462883;973
13;462884;973
13;462885;973
13;462886;973
13;462887;973
13;462888;973
13;462889;973
13;462892;973
13;462893;973
13;462894;973
13;462895;973
13;462896;973
13;462898;973
13;462899;973
13;462900;973
13;462901;973
13;462902;973
13;462903;973
13;462904;973
13;462905;973
13;462906;973
13;462907;973
13;462908;973
13;462910;973
13;462911;973
13;462912;973
13;462913;973
13;462914;973
13;462915;973
13;462917;973
13;462918;973
13;462919;973
13;462920;973
13;462921;973
13;462923;973
13;462924;973
13;462925;973
13;462926;973
13;462927;973
13;462928;973
13;462930;973
13;462931;973
13;462932;973
13;462933;973
13;462934;973
13;462935;973
13;462939;973
13;462940;973
13;462941;973
13;462942;973
13;462943;973
13;462944;973
13;462945;973
13;462946;973
13;462947;973
13;462948;973
13;462949;973
13;462950;973
13;462957;973
13;462958;973
13;462959;973
13;462960;973
13;462961;973
13;462962;973
13;462963;973
13;462965;973
13;462966;973
13;462967;973
13;462968;973
13;462969;973
13;462971;973
13;462972;973
13;462973;973
13;462974;973
13;462975;973
13;462976;973
13;462986;973
13;462987;973
13;462988;973
13;462989;973
13;462990;973
13;462991;973
14;464702;973
14;464703;973
14;464704;973
14;464705;973
14;464706;973
14;464707;973
14;464709;973
14;464710;973
14;464711;973
14;464712;973
14;464713;973
14;464722;973
14;464724;973
14;464725;973
14;464726;973
14;464727;973
14;464729;973
14;464730;973
14;464731;973
14;464732;973
14;464733;973
14;464734;973
14;464735;973
14;464736;973
14;464737;973
14;464738;973
14;464739;973
14;464741;973
14;464743;973
14;464744;973
14;464745;973
14;464746;973
14;464747;973
14;464749;973
14;464750;973
14;464751;973
14;464752;973
14;464753;973
14;464755;973
14;464756;973
14;464757;973
14;464758;973
14;464759;973
14;464760;973
14;464763;973
14;464764;973
14;464765;973
14;464766;973
14;464767;973
14;464768;973
14;464769;973
14;464770;973
14;464771;973
14;464772;973
14;464773;973
14;464775;973
14;464777;973
14;464778;973
14;464779;973
14;464780;973
14;464782;973
14;464783;973
14;464784;973
14;464785;973
14;464786;973
14;464788;973
14;464789;973
14;464790;973
14;464791;973
14;464792;973
14;464793;973
14;464798;973
14;464799;973
14;464800;973
14;464801;973
14;464802;973
14;464803;973
14;464804;973
14;464805;973
14;464806;973
14;464807;973
14;464808;973
14;464810;973
14;464811;973
14;464812;973
14;464813;973
14;464814;973
14;464815;973
14;464816;973
14;464817;973
14;464818;973
14;464819;973
14;464822;973
14;464823;973
14;464825;973
14;464826;973
14;464827;973
14;464828;973
14;464829;973
14;464830;973
14;464831;973
14;464832;973
14;464833;973
14;464834;973
14;464835;973
14;464837;973
14;464838;973
14;464839;973
14;464840;973
14;464841;973
14;464842;973
14;464844;973
14;464845;973
14;464846;973
14;464847;973
14;464848;973
14;464849;973
14;464852;973
14;464853;973
14;464854;973
14;464855;973
14;464856;973
14;464870;973
14;464871;973
14;464872;973
14;464873;973
14;464874;973
14;464914;973
15;12994;98
15;12995;98
15;15204;101
15;2092;102
15;2093;102
15;2095;102
15;10021;105
15;10023;105
16;498;107
15;15043;108
15;11131;11
15;11132;11
15;11134;11
15;7399;113
15;1941;114
15;10937;1
15;26647;117
15;26648;117
15;26649;117
15;9227;118
15;18602;121
15;18608;121
15;18670;121
15;8939;126
15;8156;130
15;9983;133
15;19862;138
15;12998;139
15;12999;139
15;7467;140
15;19691;141
15;45229;14
15;45240;14
15;45242;14
15;45243;14
15;45245;14
15;8976;143
15;8977;143
15;8978;143
15;8987;143
15;16445;144
15;16447;144
15;16450;144
15;16451;144
15;8641;145
15;2523;146
15;2529;146
15;2530;146
15;2531;146
15;2532;146
15;31061;154
15;31064;154
15;7877;161
15;3400;162
15;3402;162
15;3404;162
15;9954;163
15;1505;164
15;1507;164
15;1508;164
15;5434;165
15;5435;165
15;5436;165
15;4692;168
15;4693;168
15;1366;171
15;11558;176
15;11560;176
15;11561;176
15;11563;176
15;14199;180
15;12806;18
15;8118;184
15;8124;184
15;2270;186
15;2272;186
15;2273;186
15;11486;187
15;11487;187
15;11867;188
15;27854;197
15;27855;197
15;27856;197
15;2492;199
15;15465;201
15;15483;201
15;1624;203
15;2301;205
15;7280;206
15;8240;207
15;16160;208
15;16166;208
15;16167;208
15;5512;209
15;5514;209
15;5516;209
15;5517;209
15;12954;211
15;10162;213
15;1399;214
15;1460;214
15;9414;215
15;8399;219
15;8431;220
15;14566;22
15;14567;22
15;8380;225
15;8384;225
15;2666;227
15;8529;228
15;8586;228
15;1092;230
15;27816;23
15;958;235
15;14911;236
15;14915;236
15;14916;236
15;14918;236
15;11450;241
15;11453;241
15;11454;241
15;11455;241
15;24806;244
15;18764;248
15;1533;251
15;1534;251
15;6400;25
15;1770;253
15;11318;254
15;1746;257
15;14367;259
15;1440;262
15;1442;262
15;1200;266
15;8268;269
15;9187;272
15;8592;274
15;8648;274
15;12705;281
15;12651;286
15;795;287
15;796;287
15;19338;292
15;19340;292
15;7452;294
15;18187;298
15;8087;300
15;8089;300
15;11230;302
15;2153;304
15;2234;304
15;2235;304
15;2236;304
15;2238;304
15;2239;304
15;2241;304
15;14246;311
15;14291;311
15;3815;312
15;3821;312
15;3840;312
15;9631;313
15;25025;3
15;25026;3
15;14274;317
15;14275;317
15;13055;320
15;18064;32
15;18073;32
15;12447;322
15;12502;322
15;13818;325
15;23580;328
15;23581;328
15;24696;33
15;24839;33
15;24841;33
15;24842;33
15;1512;333
15;13274;337
15;13275;337
15;10888;339
15;7353;342
15;21061;345
15;21062;345
15;11998;346
15;12000;346
15;12001;346
15;10532;347
16;17688;348
15;2774;350
15;2780;350
15;1389;352
15;1390;352
15;17860;356
15;17863;356
15;21915;357
15;21916;357
15;16300;360
15;16315;360
15;12447;36
15;3258;362
15;9890;365
15;9892;365
15;13520;367
16;11218;368
16;11334;368
15;9484;370
15;9979;37
15;14524;372
15;12452;373
15;12458;373
15;12459;373
15;6999;376
15;12337;379
15;12358;379
15;13690;380
15;16622;381
15;11397;382
15;11400;382
15;11401;382
15;11402;382
15;7613;391
15;8012;39
15;1988;396
15;23270;40
15;969;407
15;970;407
15;7965;410
15;2914;41
15;2916;41
15;4357;414
15;4358;414
15;4363;414
15;4366;414
15;4371;414
15;6977;4
16;4401;418
16;4403;418
16;4424;418
15;19775;42
15;19776;42
15;3338;426
15;6575;429
15;5240;433
15;5241;433
15;5271;433
15;5282;433
15;4794;435
15;4795;435
15;5009;437
15;4604;438
15;4623;438
15;4624;438
15;4625;438
15;4058;441
15;3859;442
15;2301;447
15;2304;447
15;3982;449
15;3983;449
15;3388;450
15;21165;45
15;21168;45
15;1990;452
15;2341;458
15;2803;460
15;2805;460
15;2672;464
15;4314;465
15;1959;468
15;1977;468
15;2048;472
15;2387;475
15;1990;484
15;2066;484
15;1251;486
15;1394;489
15;1708;492
15;1769;494
15;786;495
15;1871;496
15;45246;499
15;16897;51
15;31698;5
15;18840;55
15;8943;56
15;11317;58
15;11318;58
15;2558;60
15;2614;60
15;2615;60
15;16328;62
15;16330;62
15;12752;65
15;1960;67
15;1961;67
15;20472;68
15;24837;69
15;24838;69
15;19781;70
15;17983;71
15;32634;72
15;17869;73
15;8694;74
15;2112;78
15;2122;78
15;16708;8
15;11196;89
15;8477;91
10;1332581;973
10;1332582;973
10;1332583;973
10;1332585;973
10;1332586;973
10;1332619;973
10;1332620;973
10;1332621;973
10;1332622;973
10;1332623;973
10;1332630;973
10;1332631;973
10;1332632;973
10;1332633;973
10;1332634;973
10;1332646;973
10;1332647;973
10;1332648;973
10;1332649;973
10;1332650;973
10;1332651;973
10;1332652;973
10;1332653;973
10;1332654;973
10;1332655;973
10;1332656;973
10;1332661;973
10;1332662;973
10;1332663;973
10;1332664;973
10;1332665;973
10;1332666;973
10;1332667;973
10;1332668;973
10;1332669;973
10;1332670;973
10;1332671;973
10;1332672;973
10;1332673;973
10;1332674;973
10;1332676;973
10;1332677;973
10;1332678;973
10;1332679;973
10;1332680;973
10;1332695;973
10;1332696;973
10;1332697;973
10;1332698;973
10;1332699;973
10;1332754;973
10;1332755;973
10;1332756;973
10;1332757;973
10;1332758;973
10;1332759;973
10;1332760;973
10;1332761;973
10;1332762;973
10;1332763;973
10;1332790;973
10;1332791;973
10;1332792;973
10;1332793;973
10;1332794;973
10;1332816;973
10;1332817;973
10;1332818;973
10;1332819;973
10;1332820;973
10;1332821;973
10;1332822;973
10;1332823;973
10;1333021;973
10;1333022;973
10;1333024;973
10;1333025;973
10;1333026;973
10;1333027;973
10;1333028;973
10;1333204;973
11;506153;973
11;506154;973
11;506157;973
11;506158;973
11;506159;973
11;506160;973
11;506161;973
12;492351;973
13;463029;973
13;463030;973
13;463031;973
13;463032;973
13;463033;973
13;463034;973
13;463035;973
13;463036;973
13;463037;973
13;463038;973
1;1;1
