Série;Nota Fiscal;Filial Origem
12;492009;973
12;492010;973
12;492011;973
12;492012;973
12;492013;973
12;492015;973
12;492016;973
12;492017;973
12;492018;973
12;492019;973
12;492020;973
12;492021;973
12;492023;973
12;492025;973
12;492026;973
12;492027;973
13;462323;973
13;462324;973
13;462325;973
13;462326;973
13;462327;973
13;462328;973
13;462455;973
13;462456;973
13;462457;973
13;462458;973
13;462460;973
13;462461;973
13;462462;973
13;462463;973
13;462464;973
13;462466;973
13;462467;973
13;462468;973
13;462469;973
13;462470;973
13;462471;973
13;462472;973
13;462473;973
13;462475;973
13;462476;973
13;462477;973
13;462478;973
13;462488;973
13;462489;973
13;462490;973
13;462491;973
13;462492;973
13;462493;973
13;462495;973
13;462496;973
13;462497;973
13;462498;973
13;462499;973
13;462500;973
13;462501;973
13;462503;973
13;462504;973
13;462505;973
13;462506;973
13;462507;973
13;462509;973
13;462510;973
13;462511;973
13;462512;973
13;462513;973
13;462514;973
13;462516;973
13;462517;973
13;462518;973
13;462519;973
13;462520;973
13;462521;973
13;462522;973
13;462523;973
13;462524;973
13;462525;973
13;462527;973
13;462528;973
13;462529;973
13;462538;973
13;462539;973
13;462540;973
13;462541;973
13;462542;973
13;462543;973
13;462545;973
13;462546;973
13;462547;973
13;462548;973
13;462549;973
13;462550;973
13;462551;973
13;462553;973
13;462554;973
13;462555;973
13;462556;973
13;462557;973
13;462558;973
13;462559;973
13;462560;973
13;462561;973
13;462562;973
13;462563;973
13;462565;973
13;462566;973
13;462567;973
13;462568;973
13;462569;973
13;462570;973
13;462572;973
13;462575;973
13;462576;973
13;462577;973
13;462578;973
13;462579;973
13;462580;973
13;462581;973
13;462583;973
13;462584;973
13;462585;973
13;462586;973
13;462587;973
13;462589;973
13;462590;973
13;462591;973
13;462592;973
13;462593;973
13;462594;973
13;462595;973
13;462597;973
13;462598;973
13;462599;973
13;462600;973
13;462601;973
13;462602;973
13;462604;973
13;462605;973
13;462606;973
13;462607;973
13;462608;973
13;462609;973
13;462611;973
13;462612;973
13;462613;973
13;462614;973
13;462615;973
13;462616;973
13;462617;973
13;462618;973
14;464268;973
14;464269;973
14;464270;973
14;464271;973
14;464272;973
14;464287;973
14;464288;973
14;464289;973
14;464290;973
14;464291;973
14;464292;973
14;464293;973
14;464412;973
14;464413;973
14;464415;973
14;464416;973
14;464419;973
14;464421;973
14;464422;973
14;464423;973
14;464424;973
14;464426;973
14;464427;973
14;464428;973
14;464429;973
14;464430;973
14;464431;973
14;464432;973
14;464433;973
14;464435;973
14;464436;973
14;464437;973
14;464439;973
14;464440;973
14;464441;973
14;464442;973
14;464443;973
14;464444;973
14;464454;973
14;464455;973
14;464456;973
14;464457;973
14;464458;973
14;464459;973
14;464461;973
14;464462;973
14;464463;973
14;464464;973
14;464465;973
14;464466;973
14;464467;973
14;464469;973
14;464470;973
14;464471;973
14;464472;973
14;464473;973
14;464475;973
14;464476;973
14;464477;973
14;464478;973
14;464479;973
14;464480;973
14;464482;973
14;464483;973
14;464484;973
14;464485;973
14;464486;973
14;464487;973
14;464489;973
14;464490;973
14;464491;973
14;464492;973
14;464493;973
14;464494;973
14;464495;973
14;464497;973
14;464498;973
14;464499;973
14;464500;973
14;464501;973
14;464509;973
14;464510;973
14;464512;973
14;464513;973
14;464514;973
14;464515;973
14;464516;973
14;464517;973
14;464518;973
14;464519;973
14;464520;973
14;464522;973
14;464523;973
14;464524;973
14;464525;973
14;464526;973
14;464527;973
14;464528;973
14;464529;973
14;464530;973
14;464531;973
14;464533;973
14;464534;973
14;464535;973
14;464536;973
14;464538;973
14;464539;973
14;464540;973
14;464541;973
14;464542;973
14;464543;973
14;464545;973
14;464546;973
14;464547;973
14;464548;973
14;464549;973
14;464550;973
14;464552;973
14;464553;973
14;464554;973
14;464555;973
14;464556;973
14;464557;973
14;464558;973
14;464567;973
14;464568;973
14;464569;973
14;464570;973
14;464571;973
14;464572;973
14;464573;973
15;7765;99
15;7812;99
15;7813;99
15;7814;99
15;7815;99
15;10998;1
15;8930;126
15;7871;161
15;7874;161
15;18208;170
15;8092;184
15;11189;192
15;11194;192
15;11944;210
15;2272;21
15;2273;21
15;13884;2
15;13933;2
15;14248;252
15;14250;252
15;2013;264
15;2125;264
15;2126;264
15;20498;282
15;15258;295
15;2223;304
15;24996;3
15;1507;333
15;13829;349
15;1385;352
15;8555;6
15;9798;76
15;16700;8
15;16701;8
15;11144;90
15;11145;90
10;1331868;973
10;1331869;973
10;1331872;973
10;1331873;973
10;1331981;973
10;1331983;973
10;1331984;973
10;1331988;973
11;505529;973
11;505531;973
11;505532;973
11;505533;973
15;15203;101
15;28923;10
15;29034;10
15;29035;10
15;29036;10
15;14750;103
15;14751;103
15;14752;103
15;21010;104
15;21012;104
15;21013;104
15;10020;105
15;10022;105
15;16852;106
15;16854;106
15;16855;106
15;15039;108
15;8469;110
15;11130;11
15;10536;112
15;7395;113
15;7396;113
15;7397;113
15;1939;114
15;11006;1
15;11007;1
15;11008;1
15;12567;115
15;26635;117
15;26640;117
15;12410;119
15;12417;119
15;18657;121
15;18666;121
15;18668;121
15;18673;121
15;1573;122
15;10561;123
15;10562;123
15;10563;123
15;8922;125
15;8933;126
15;8934;126
15;8936;126
15;9039;127
15;9040;127
15;11791;129
15;8153;130
15;1352;13
15;10321;132
15;10281;134
15;568;137
15;19682;141
15;19683;141
15;45197;14
15;45208;14
15;45210;14
15;45218;14
15;16134;142
15;16136;142
15;8984;143
15;2521;146
15;30793;149
15;30807;149
15;30809;149
15;30811;149
15;30812;149
15;30813;149
15;30814;149
15;30815;149
15;30816;149
15;30817;149
15;14550;152
15;31043;154
15;31044;154
15;31049;154
15;31050;154
15;31051;154
15;10082;155
15;10087;155
15;17150;156
15;17204;156
15;4244;157
15;2299;158
15;3530;159
15;3531;159
15;3532;159
15;3390;162
15;3391;162
15;3392;162
15;3393;162
15;3394;162
15;3395;162
15;1502;164
15;1503;164
15;5430;165
15;5440;165
15;14612;167
15;4685;168
15;4686;168
15;4687;168
15;18209;170
15;18211;170
15;14274;173
15;14275;173
15;14276;173
15;11549;176
15;11559;176
15;13333;177
15;13335;177
15;2565;178
15;2566;178
15;11874;179
15;11877;179
15;11884;179
15;11886;179
15;11888;179
15;11889;179
15;12803;18
15;12804;18
15;12805;18
15;7339;182
15;7340;182
15;7341;182
15;7342;182
15;7343;182
15;8111;184
15;8114;184
15;2248;186
15;2251;186
15;2257;186
15;2258;186
15;2262;186
15;11482;187
15;11484;187
15;11862;188
15;11196;192
15;11197;192
15;11513;193
15;11514;193
15;11326;194
15;27848;197
15;27849;197
15;2610;199
15;2613;199
15;2616;199
15;14592;200
15;14595;200
15;14597;200
15;14598;200
15;14599;200
15;2377;202
15;1607;203
15;7054;204
15;2294;205
15;2295;205
15;2296;205
15;2299;205
15;7232;206
15;8236;207
15;8237;207
15;16151;208
15;16152;208
15;5432;209
15;5485;209
15;5487;209
15;5488;209
15;5489;209
15;5490;209
15;5491;209
15;5492;209
15;5493;209
15;5494;209
15;5498;209
15;5499;209
15;11940;210
15;11945;210
15;11946;210
15;11947;210
15;12953;211
15;2279;21
15;15424;212
15;15425;212
15;1450;214
15;13920;2
15;13938;2
15;13942;2
15;9408;215
15;9410;215
15;7161;216
15;7162;216
15;21402;217
15;21404;217
15;21405;217
15;21406;217
15;21407;217
15;8400;219
15;8418;220
15;14583;22
15;14589;22
15;14592;22
15;10462;222
15;3527;223
15;8379;225
15;2654;227
15;2656;227
15;2657;227
15;2660;227
15;1223;231
15;1224;231
15;1225;231
15;1229;231
15;27806;23
15;27807;23
15;27808;23
15;27809;23
15;27810;23
15;7731;233
15;8158;234
15;949;235
15;952;235
15;953;235
15;955;235
15;14900;236
15;14910;236
15;14912;236
15;19350;238
15;19390;238
15;12728;239
15;12778;239
15;11447;241
15;2588;24
15;2609;24
16;466;243
15;24796;244
15;24800;244
15;24802;244
15;24803;244
16;6805;246
15;18755;248
15;18758;248
15;14158;249
15;14160;249
15;1526;251
15;1528;251
15;1529;251
15;6399;25
15;6401;25
15;1754;253
15;1769;253
15;11312;254
15;1743;257
15;1744;257
15;1745;257
15;6104;258
15;6106;258
15;2827;261
15;2828;261
15;2829;261
15;1432;262
15;1433;262
15;9177;263
15;9178;263
15;2011;264
15;2035;264
15;2051;264
15;2141;264
15;2143;264
15;2144;264
15;1189;266
15;1190;266
15;1196;266
15;1516;268
15;8266;269
15;8776;270
15;13559;271
15;13560;271
15;2980;27
15;2981;27
15;2982;27
15;2984;27
15;3018;27
15;935;273
15;8641;274
15;8642;274
15;8643;274
15;11403;275
15;9486;276
15;9493;276
15;7191;278
15;7212;278
15;7294;279
15;7295;279
15;12676;281
15;12693;281
15;12696;281
15;12698;281
15;12699;281
15;20494;282
15;20499;282
15;20500;282
15;20501;282
15;20502;282
15;20503;282
15;8573;283
15;8574;283
15;7224;284
15;15466;285
15;15469;285
15;12645;286
15;12647;286
15;630;289
15;19327;292
15;19328;292
15;19329;292
15;19330;292
15;19331;292
15;7516;294
15;15253;295
15;15254;295
15;15260;295
15;7469;297
15;18178;298
15;10131;299
15;10132;299
15;8103;300
15;11229;302
15;15417;303
15;15418;303
15;15434;303
15;15435;303
15;15437;303
15;2189;304
15;2220;304
15;2227;304
15;2228;304
15;2230;304
15;16342;306
15;16345;306
15;13787;307
15;10082;308
15;10083;308
15;14271;311
15;14277;311
15;14279;311
15;14280;311
15;14284;311
15;3847;312
15;3848;312
15;3850;312
15;9624;313
15;25008;3
15;25009;3
15;25011;3
15;25013;3
15;10321;316
15;14270;317
15;14271;317
15;7693;318
15;24290;319
15;13050;320
15;13051;320
15;13052;320
15;18050;32
15;18063;32
15;18066;32
15;18067;32
15;18069;32
15;12492;322
15;12493;322
15;12494;322
15;12495;322
15;12496;322
15;12497;322
15;13808;325
15;13817;325
15;19681;326
15;19685;326
15;19691;326
15;23566;328
15;8901;329
15;11874;330
15;24792;33
15;24825;33
15;24826;33
15;1509;333
15;1510;333
15;11146;334
15;11190;334
15;11191;334
15;11842;335
15;11843;335
15;11844;335
15;11845;335
15;13268;337
15;13270;337
15;10884;339
15;11445;340
15;7452;341
15;11370;343
15;21041;345
15;21048;345
15;21049;345
15;21051;345
15;21052;345
15;21053;345
15;21054;345
15;21057;345
15;11993;346
15;11994;346
15;10522;347
15;10527;347
15;10528;347
16;17664;348
16;17665;348
16;17666;348
16;17667;348
16;17668;348
16;17669;348
16;17670;348
15;13831;349
15;2765;350
15;2771;350
15;2773;350
16;11105;351
16;11106;351
15;21285;35
15;21286;35
15;1386;352
15;9046;355
15;17857;356
15;21900;357
15;21901;357
15;21902;357
15;21904;357
15;21906;357
15;21907;357
15;21908;357
15;21909;357
15;16400;358
15;16402;358
15;1159;359
15;16298;360
15;16310;360
15;16312;360
15;16313;360
15;16314;360
15;9106;361
15;12445;36
15;3251;362
15;9891;365
15;10005;366
16;11324;368
16;11326;368
16;11328;368
16;11331;368
16;11332;368
16;11333;368
16;11335;368
15;12055;369
15;12056;369
15;9481;370
15;9483;370
15;9662;371
15;9663;371
15;9976;37
15;14519;372
15;14520;372
15;12455;373
15;12456;373
15;7010;376
16;5776;377
15;7697;378
15;7700;378
15;7701;378
15;12339;379
15;12340;379
15;13677;380
15;13685;380
15;13686;380
15;13687;380
15;13688;380
15;16616;381
15;1808;38
15;1810;38
15;6289;386
15;12321;387
15;12322;387
15;9068;388
15;9069;388
15;8490;389
15;8531;389
15;8536;389
15;8537;389
15;7641;391
15;8005;39
15;8006;39
15;8008;39
15;7811;392
15;7813;392
15;7814;392
15;7837;392
15;7838;392
15;7841;392
15;7842;392
15;7843;392
15;7844;392
16;6858;394
15;8607;399
15;5873;400
15;23321;40
15;23322;40
15;972;407
15;973;407
15;974;407
15;7724;409
15;6006;411
15;4408;414
15;4413;414
15;6966;4
15;6967;4
15;6968;4
15;6850;417
15;6851;417
15;6852;417
15;4025;420
15;4031;420
15;4801;421
15;19563;42
15;19773;42
16;5686;422
16;5687;422
15;7502;424
15;5072;425
15;5739;427
15;4683;430
15;4684;430
15;7790;43
15;4779;432
15;4780;432
15;4402;434
15;4791;435
15;5005;437
15;4626;438
15;4051;441
15;4052;441
15;4054;441
15;4055;441
15;4057;441
15;32137;44
15;3857;442
15;3762;448
15;3387;450
15;21146;45
15;21156;45
15;1914;452
15;2009;452
15;4069;456
15;2340;458
15;3230;461
15;3236;461
15;11527;46
16;2588;463
16;2589;463
15;1973;468
15;10426;47
15;10428;47
15;2039;472
15;2040;472
15;2041;472
15;2042;472
15;2043;472
15;2045;472
15;2206;473
15;1865;476
15;1866;476
15;2882;483
15;2064;484
15;1249;486
15;1707;492
15;1761;494
15;797;495
15;798;495
15;799;495
15;800;495
15;1867;496
15;1868;496
15;1339;497
15;1447;497
15;45206;499
15;45207;499
15;45223;499
15;10660;50
15;16890;51
15;16892;51
15;31551;5
15;31618;5
15;31621;5
15;31658;5
15;31670;5
15;31687;5
15;31689;5
15;31690;5
15;31692;5
15;12173;52
15;20064;53
15;20126;53
15;20127;53
15;20128;53
15;20130;53
15;20131;53
15;15032;54
15;15033;54
15;15034;54
15;15040;54
15;15042;54
15;18816;55
15;18831;55
15;18833;55
15;18834;55
15;7628;57
15;7629;57
15;7630;57
15;7633;57
15;7644;57
15;11312;58
15;2612;60
15;2613;60
15;11552;61
15;8581;6
15;8582;6
15;20450;68
15;20462;68
15;20466;68
15;24820;69
15;24829;69
15;24832;69
15;24833;69
15;19780;70
15;17970;71
15;17971;71
15;17972;71
15;17973;71
15;17974;71
15;17975;71
15;17976;71
15;32611;72
15;32615;72
15;32617;72
15;32619;72
15;17867;73
15;8653;74
15;11124;75
15;11126;75
15;9818;76
15;11797;79
15;16695;8
15;16698;8
15;16699;8
15;16703;8
15;16705;8
16;4687;82
15;11723;85
15;10299;86
15;10300;86
15;10306;86
15;13139;87
15;13140;87
15;13141;87
15;13142;87
15;13144;87
15;15109;88
15;11190;89
15;11150;90
15;11151;90
15;8472;91
15;8474;91
15;8476;91
15;9088;93
15;9089;93
15;9132;93
15;7517;96
10;1323104;973
10;1331519;973
10;1332208;973
10;1332209;973
10;1332210;973
10;1332211;973
10;1332212;973
10;1332213;973
10;1332215;973
10;1332216;973
10;1332217;973
10;1332218;973
10;1332219;973
10;1332221;973
10;1332222;973
10;1332223;973
10;1332224;973
10;1332225;973
10;1332227;973
10;1332228;973
10;1332229;973
10;1332230;973
10;1332231;973
10;1332233;973
10;1332234;973
10;1332235;973
10;1332236;973
10;1332237;973
10;1332239;973
10;1332241;973
10;1332242;973
10;1332243;973
10;1332244;973
10;1332245;973
10;1332246;973
10;1332248;973
10;1332249;973
10;1332250;973
10;1332251;973
10;1332252;973
10;1332253;973
10;1332258;973
10;1332259;973
10;1332260;973
10;1332261;973
10;1332262;973
10;1332263;973
10;1332264;973
10;1332265;973
10;1332266;973
10;1332267;973
10;1332268;973
10;1332269;973
10;1332270;973
10;1332271;973
10;1332273;973
10;1332274;973
10;1332275;973
10;1332276;973
10;1332277;973
10;1332280;973
10;1332281;973
10;1332283;973
10;1332284;973
10;1332285;973
10;1332286;973
10;1332287;973
10;1332288;973
10;1332289;973
10;1332290;973
10;1332291;973
10;1332293;973
10;1332294;973
10;1332295;973
10;1332296;973
10;1332297;973
10;1332298;973
10;1332301;973
10;1332302;973
10;1332303;973
10;1332304;973
10;1332305;973
10;1332306;973
10;1332307;973
10;1332308;973
10;1332309;973
10;1332310;973
10;1332312;973
10;1332313;973
10;1332314;973
10;1332315;973
10;1332316;973
10;1332317;973
10;1332319;973
10;1332320;973
10;1332321;973
10;1332322;973
10;1332323;973
10;1332324;973
10;1332326;973
10;1332327;973
10;1332328;973
10;1332329;973
10;1332330;973
10;1332332;973
10;1332333;973
10;1332334;973
10;1332335;973
10;1332336;973
10;1332337;973
10;1332338;973
10;1332340;973
10;1332341;973
10;1332342;973
10;1332343;973
10;1332344;973
10;1332345;973
10;1332346;973
10;1332348;973
10;1332349;973
10;1332350;973
10;1332351;973
10;1332352;973
10;1332353;973
10;1332355;973
10;1332356;973
10;1332357;973
10;1332358;973
10;1332359;973
10;1332360;973
10;1332361;973
10;1332441;973
10;1332730;973
11;504806;973
11;505539;973
11;505540;973
11;505541;973
11;505542;973
11;505544;973
11;505545;973
11;505546;973
11;505547;973
11;505725;973
11;505726;973
11;505727;973
11;505728;973
11;505729;973
11;505730;973
11;505731;973
11;505733;973
11;505734;973
11;505735;973
11;505736;973
11;505737;973
11;505738;973
11;505739;973
11;505740;973
11;505742;973
11;505743;973
11;505744;973
11;505745;973
11;505746;973
11;505747;973
11;505750;973
11;505751;973
11;505752;973
11;505753;973
11;505754;973
11;505755;973
11;505756;973
11;505757;973
11;505758;973
11;505759;973
11;505760;973
11;505762;973
11;505763;973
11;505764;973
11;505765;973
11;505766;973
11;505767;973
11;505769;973
11;505770;973
11;505771;973
11;505772;973
11;505773;973
11;505774;973
11;505776;973
11;505777;973
11;505778;973
11;505779;973
11;505780;973
11;505781;973
11;505783;973
11;505784;973
11;505785;973
11;505786;973
11;505787;973
11;505788;973
11;505790;973
11;505791;973
11;505792;973
11;505793;973
11;505794;973
11;505796;973
11;505797;973
11;505798;973
11;505799;973
11;505800;973
11;505801;973
11;505803;973
11;505804;973
11;505805;973
11;505806;973
11;505807;973
11;505808;973
11;505809;973
11;505810;973
11;505812;973
11;505813;973
11;505814;973
11;505815;973
11;505816;973
11;505819;973
11;505820;973
11;505821;973
11;505822;973
11;505823;973
11;505824;973
11;505825;973
11;505826;973
11;505827;973
11;505829;973
11;505830;973
11;505831;973
11;505832;973
11;505833;973
11;505834;973
11;505836;973
11;505837;973
11;505838;973
11;505839;973
11;505841;973
11;505842;973
11;505843;973
11;505845;973
11;505846;973
11;505847;973
11;505850;973
11;505851;973
11;505852;973
11;505853;973
11;505855;973
11;505856;973
11;505858;973
11;505859;973
11;505860;973
11;505861;973
11;505862;973
11;505863;973
11;505892;973
12;486363;973
12;492030;973
12;492031;973
12;492032;973
12;492033;973
12;492034;973
12;492035;973
12;492037;973
12;492038;973
12;492039;973
12;492040;973
12;492041;973
12;492042;973
12;492043;973
12;492044;973
12;492046;973
12;492047;973
12;492048;973
12;492049;973
12;492050;973
12;492051;973
12;492055;973
12;492056;973
12;492057;973
12;492058;973
12;492059;973
12;492060;973
12;492061;973
12;492062;973
12;492063;973
12;492065;973
12;492066;973
12;492067;973
12;492068;973
12;492069;973
12;492070;973
12;492071;973
12;492072;973
12;492073;973
12;492074;973
12;492075;973
12;492076;973
12;492077;973
12;492078;973
12;492079;973
12;492083;973
12;492084;973
12;492085;973
12;492086;973
12;492087;973
12;492088;973
12;492089;973
12;492090;973
12;492091;973
12;492092;973
12;492093;973
12;492094;973
12;492095;973
12;492096;973
12;492097;973
12;492100;973
12;492101;973
12;492102;973
12;492103;973
12;492104;973
12;492105;973
12;492106;973
12;492107;973
12;492108;973
12;492109;973
12;492111;973
12;492112;973
12;492113;973
12;492114;973
12;492115;973
12;492116;973
12;492117;973
12;492118;973
12;492119;973
12;492120;973
12;492121;973
12;492123;973
12;492125;973
12;492126;973
12;492127;973
12;492128;973
12;492129;973
12;492130;973
12;492131;973
12;492132;973
12;492134;973
12;492135;973
12;492136;973
12;492137;973
12;492138;973
12;492140;973
12;492141;973
12;492142;973
12;492143;973
12;492144;973
12;492145;973
12;492147;973
12;492148;973
12;492149;973
12;492150;973
12;492151;973
12;492152;973
12;492153;973
12;492154;973
12;492155;973
12;492157;973
12;492158;973
12;492160;973
12;492161;973
12;492162;973
12;492163;973
12;492164;973
12;492165;973
12;492492;973
13;462219;973
13;462220;973
13;462479;973
13;462480;973
13;462482;973
13;462483;973
13;462484;973
13;462485;973
13;462486;973
13;462530;973
13;462532;973
13;462533;973
13;462534;973
13;462535;973
13;462536;973
13;462620;973
13;462621;973
13;462622;973
13;462623;973
13;462624;973
13;462626;973
13;462627;973
13;462628;973
13;462629;973
13;462630;973
13;462631;973
13;462633;973
13;462635;973
13;462636;973
13;462637;973
13;462638;973
13;462640;973
13;462641;973
13;462642;973
13;462643;973
13;462644;973
13;462645;973
13;462646;973
13;462647;973
13;462648;973
13;462649;973
13;462650;973
13;462651;973
13;462654;973
13;462655;973
13;462656;973
13;462657;973
13;462658;973
13;462659;973
13;462660;973
13;462661;973
13;462662;973
13;462663;973
13;462664;973
13;462665;973
13;462666;973
13;462668;973
13;462669;973
13;462670;973
13;462671;973
13;462672;973
13;462673;973
13;462674;973
13;462675;973
13;462676;973
13;462677;973
13;462678;973
13;462679;973
13;462681;973
13;462682;973
13;462684;973
13;462685;973
13;462686;973
13;462687;973
13;462688;973
13;462689;973
13;462690;973
13;462691;973
13;462694;973
13;462695;973
13;462696;973
13;462697;973
13;462698;973
13;462699;973
13;462700;973
13;462701;973
13;462702;973
13;462703;973
13;462704;973
13;462706;973
13;462707;973
13;462708;973
13;462709;973
13;462710;973
13;462711;973
13;462713;973
13;462714;973
13;462716;973
13;462717;973
13;462718;973
13;462719;973
13;462720;973
13;462723;973
13;462724;973
13;462725;973
13;462726;973
13;462727;973
13;462728;973
13;462729;973
13;462730;973
13;462732;973
13;462733;973
13;462734;973
13;462735;973
13;462736;973
13;462737;973
13;462738;973
13;462739;973
13;462740;973
13;462741;973
13;462744;973
13;462745;973
13;462746;973
13;462747;973
13;462748;973
13;462749;973
13;462750;973
13;462751;973
13;462752;973
13;462753;973
13;462754;973
13;462755;973
13;462757;973
13;462758;973
13;462759;973
13;462760;973
13;462761;973
13;462762;973
13;462763;973
13;462806;973
13;462847;973
14;464446;973
14;464447;973
14;464448;973
14;464450;973
14;464451;973
14;464452;973
14;464504;973
14;464505;973
14;464506;973
14;464507;973
14;464508;973
14;464560;973
14;464561;973
14;464562;973
14;464563;973
14;464564;973
14;464565;973
14;464576;973
14;464577;973
14;464578;973
14;464579;973
14;464580;973
14;464582;973
14;464583;973
14;464584;973
14;464585;973
14;464586;973
14;464587;973
14;464588;973
14;464589;973
14;464591;973
14;464592;973
14;464593;973
14;464595;973
14;464596;973
14;464597;973
14;464598;973
14;464599;973
14;464600;973
14;464601;973
14;464605;973
14;464606;973
14;464607;973
14;464608;973
14;464609;973
14;464611;973
14;464612;973
14;464613;973
14;464614;973
14;464615;973
14;464616;973
14;464617;973
14;464618;973
14;464619;973
14;464620;973
14;464621;973
14;464622;973
14;464623;973
14;464624;973
14;464625;973
14;464626;973
14;464627;973
14;464628;973
14;464629;973
14;464631;973
14;464634;973
14;464635;973
14;464636;973
14;464637;973
14;464638;973
14;464639;973
14;464640;973
14;464641;973
14;464642;973
14;464643;973
14;464644;973
14;464645;973
14;464646;973
14;464647;973
14;464649;973
14;464650;973
14;464651;973
14;464652;973
14;464653;973
14;464654;973
14;464656;973
14;464657;973
14;464658;973
14;464659;973
14;464660;973
14;464661;973
14;464663;973
14;464664;973
14;464665;973
14;464666;973
14;464667;973
14;464669;973
14;464670;973
14;464671;973
14;464672;973
14;464673;973
14;464674;973
14;464675;973
14;464677;973
14;464678;973
14;464679;973
14;464681;973
14;464682;973
14;464683;973
14;464684;973
14;464685;973
14;464686;973
14;464688;973
14;464689;973
14;464690;973
14;464691;973
14;464692;973
14;464694;973
14;464695;973
14;464696;973
14;464697;973
14;464698;973
14;464699;973
14;464700;973
15;29040;10
15;21011;104
15;21015;104
15;21019;104
15;16857;106
16;497;107
15;15038;108
15;15040;108
15;8440;110
15;8465;110
15;10535;112
15;7400;113
15;1940;114
15;11010;1
15;11011;1
15;11012;1
15;12572;115
15;12573;115
15;12574;115
15;4790;116
15;4791;116
15;4792;116
15;4793;116
15;4794;116
15;26639;117
15;26641;117
15;26643;117
15;26644;117
15;26645;117
15;12418;119
15;1004;120
15;1005;120
15;18676;121
15;18677;121
15;18679;121
15;2005;12
15;1565;122
15;1367;13
15;9982;133
15;551;137
15;553;137
15;571;137
15;19853;138
15;19856;138
15;19860;138
15;19863;138
15;12996;139
15;12997;139
15;19688;141
15;45142;14
15;45212;14
15;45230;14
15;16137;142
15;8973;143
15;16442;144
15;16444;144
15;16446;144
15;16448;144
15;16449;144
15;2522;146
15;2528;146
15;2415;148
15;30819;149
15;30820;149
15;1784;153
15;31052;154
15;31053;154
15;31054;154
15;31057;154
15;31058;154
15;31059;154
15;17207;156
15;17208;156
15;3533;159
15;3534;159
15;3538;159
15;3539;159
15;3540;159
15;3396;162
15;3401;162
15;1492;164
15;1504;164
15;5438;165
15;5441;165
15;1530;166
15;14608;167
15;4688;168
15;18214;170
15;1370;171
15;11821;17
15;14277;173
15;13318;177
15;13337;177
15;11891;179
15;1371;183
15;8116;184
15;2264;186
15;2265;186
15;11485;187
15;11863;188
15;8753;190
15;8592;191
15;11200;192
15;11330;194
15;11331;194
15;11332;194
15;27847;197
15;27852;197
15;27853;197
15;2614;199
15;2615;199
15;2617;199
15;2618;199
15;2622;199
15;2624;199
15;2625;199
15;2626;199
15;2628;199
15;14600;200
15;15448;201
15;15467;201
15;15468;201
15;15474;201
15;15479;201
15;15480;201
15;1622;203
15;7048;204
15;2298;205
15;16154;208
15;16155;208
15;16156;208
15;16157;208
15;16159;208
15;5412;209
15;5496;209
15;5500;209
15;5502;209
15;5505;209
15;5507;209
15;15426;212
15;15427;212
15;1451;214
15;13823;2
15;9412;215
15;21397;217
15;21409;217
15;8401;219
15;14597;22
15;14599;22
15;10442;222
15;10458;222
15;10463;222
15;3510;223
15;8381;225
15;2630;227
15;2661;227
15;2662;227
15;2665;227
15;8583;228
15;1089;230
15;27811;23
15;27813;23
15;27814;23
15;3133;232
15;3136;232
15;7736;233
15;957;235
15;19391;238
15;19403;238
15;12784;239
15;12786;239
15;12787;239
15;24805;244
15;7533;245
15;18735;248
15;1527;251
15;6403;25
15;1771;253
15;11290;254
15;11314;254
15;11315;254
15;1747;257
15;6107;258
15;2818;261
15;2819;261
15;16736;26
15;1434;262
15;1436;262
15;1438;262
15;9172;263
15;2145;264
15;2146;264
15;2147;264
15;1370;265
15;1197;266
16;4945;267
15;8267;269
15;8645;274
15;8647;274
15;9494;276
15;16622;280
15;16623;280
15;16624;280
15;16625;280
15;16626;280
15;12697;281
15;12701;281
15;12702;281
15;13146;28
15;20505;282
15;12648;286
15;18237;290
15;19333;292
15;19334;292
15;15261;295
15;17490;296
15;17499;296
15;18184;298
15;18185;298
15;10134;299
15;10137;299
15;11180;301
15;11182;301
15;15438;303
15;15439;303
15;15440;303
15;15441;303
15;15442;303
15;15443;303
15;2231;304
15;2232;304
15;2233;304
15;13790;307
15;14896;309
15;12566;310
15;12567;310
15;14283;311
15;14287;311
15;14288;311
15;9123;31
15;3852;312
15;25012;3
15;25015;3
15;25017;3
15;25019;3
15;10314;316
15;24293;319
15;24294;319
15;18071;32
15;12499;322
15;12500;322
15;19692;326
15;19693;326
15;19694;326
15;19695;326
15;19696;326
15;19697;326
15;23576;328
15;23578;328
15;24818;33
15;24835;33
15;24840;33
15;9669;332
16;8478;336
15;13271;337
15;10886;339
15;10887;339
15;7406;34
15;11433;343
15;21058;345
15;21059;345
15;11956;346
15;11996;346
15;11997;346
15;11999;346
15;10524;347
16;17671;348
16;17672;348
16;17676;348
15;13834;349
15;2736;350
15;2761;350
15;2775;350
15;2776;350
15;2778;350
15;21268;35
15;21274;35
15;21275;35
15;21287;35
15;21288;35
15;21289;35
15;1387;352
15;5680;353
15;17856;356
15;17861;356
15;17862;356
15;21905;357
15;21912;357
15;1219;359
15;1221;359
15;12446;36
15;3253;362
15;13521;367
15;13522;367
16;11321;368
16;11322;368
16;11337;368
16;11338;368
15;12058;369
15;12059;369
15;12060;369
15;12061;369
15;12062;369
15;9666;371
15;9667;371
15;14522;372
16;5769;377
15;7691;378
15;7699;378
15;12344;379
15;12354;379
15;16620;381
15;11398;382
15;12324;387
15;9073;388
